,full_name,short_name,full_question
614,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.eggs_group.eggs_details.eggs_sold_price_timeunits_other,eggs_sold_price_timeunits_other_3,Specify..other..time.units..5
615,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.eggs_group.eggs_details.eggs_who_group.eggs_sale_where,eggs_sale_where_3,Where..or.to.who..eggs.the...livestock_label..eggs.usually.sold..2
616,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.eggs_group.eggs_details.eggs_who_group.eggs_who_sells,eggs_who_sells_3,Who.usually.decides.what.do.to.with.the.income.from.selling.the...livestock_label..eggs..2
617,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.eggs_group.eggs_details.eggs_who_group.eggs_who_control_eating,eggs_who_control_eating_3,Who.usually.decides.when.to.eat.the...livestock_label..eggs..2
618,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.bee_group.honey_production.bees_honey_production,bees_honey_production_3,How.much.honey.did.you.collect.in.in.the.last.12.months..2
619,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.bee_group.honey_production.bees_honey_production_units,bees_honey_production_units_3,Unit..8
620,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.bee_group.honey_production.bees_honey_use,bees_honey_use_3,What.did.you.do.with.the.honey..Eat.it..sell.it..2
621,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.bee_group.bees_honey_production_units_other,bees_honey_production_units_other_3,Specify..other..honey.units..2
622,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.bee_group.bees_honey_use_proportions.bees_honey_consumed_amount,bees_honey_consumed_amount_3,About.how.honey.much.was.consumed..2
623,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.bee_group.bees_honey_use_proportions.bees_honey_sell_amount,bees_honey_sell_amount_3,About.how.honey.much.was.sold..2
624,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.bee_group.bees_honey_use_proportions.bees_honey_trade_amount,bees_honey_trade_amount_3,About.how.honey.much.was.exchanged..2
625,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.bee_group.bees_honey_use_proportions.bees_honey_give_amount,bees_honey_give_amount_3,About.how.honey.much.was.given.away..2
626,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.bee_group.honey_income_group.bees_honey_sold_income,bees_honey_sold_income_3,How.much.money.was.made.from.selling.the.honey..2
627,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.bee_group.bees_who_group.bees_sale_where,bees_sale_where_3,Where..or.to.who..is.the.honey.usually.sold..2
628,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.bee_group.bees_who_group.bees_who_sells,bees_who_sells_3,Who.usually.decides.what.do.to.with.the.income.from.selling.the.honey..2
629,survey_grp.Section_Livestock.livestock_repeat.3..lstk_rep_grp.bee_group.bees_who_group.bees_who_control_eating,bees_who_control_eating_3,Who.usually.decides.when.to.eat.the.honey..2
630,survey_grp.Section_Livestock.livestock_repeat.4..livestock_rep_number,livestock_rep_number_4,livestock_rep_number.3
631,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_name,livestock_name_4,I.m.going.to.ask.you.about.each.of.your.most.important.livestock.in.turn..Define.livestock.number...livestock_rep_number...3
632,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_label,livestock_label_4,livestock_label.3
633,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.animal_feed_grp.animal_feeds,animal_feeds_4,What.do.you.feed.the...livestock_label...3
634,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.animal_feed_grp.animal_feeds_other,animal_feeds_other_4,Other.animal.feed..3
635,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.animal_feed_grp.animal_graze_shortage,animal_graze_shortage_4,Are.there.any.times.of.the.year.when.grazing.is.insufficient.for.the...livestock_label...3
636,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.animal_feed_grp.animal_graze_shortage_months,animal_graze_shortage_months_4,Which.months.is.the.grazing.insufficient.for.the...livestock_label...3
637,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.animal_feed_grp.animal_feeds_purchase,animal_feeds_purchase_4,Did.you.buy.any.feeds.for.the...livestock_label..in.the.last.12.month..3
638,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.animal_feed_grp.animal_feeds_purchased,animal_feeds_purchased_4,Which.of.those.feeds.did.you.purchase.in.the.last.12.months..3
639,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.live_animals.animals_draught,animals_draught_4,How.many...livestock_label..does.your.household.use.for.draught.power..3
640,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.live_animals.livestock_breeds,livestock_breeds_4,Are.they.local.breeds..3
641,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.live_animals.beehive_count,beehive_count_4,How.many.bee.hives.does.your.household.have.at.the.moment..3
642,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.live_animals.animal_stabled_day,animal_stabled_day_4,Are.the...livestock_label..kept.in.a.pen.or.enclosure.during.the.day..3
643,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.live_animals.animal_stabled_night,animal_stabled_night_4,Are.the...livestock_label..kept.in.a.pen.or.enclosure.during.the.night..3
644,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_manure,livestock_manure_4,What.does.your.household.do.with.the.manure.from.the...livestock_label..s.stables.or.pens..3
645,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_buysell_group.livestock_births_2yr,livestock_births_2yr_4,How.many...livestock_label..were.born..live..in.the.last.2.years..3
646,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_buysell_group.livestock_bought_2yr,livestock_bought_2yr_4,How.many...livestock_label..did.you.buy..or.receive..in.the.last.2.years..3
647,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_buysell_group.livestock_births_1yr,livestock_births_1yr_4,How.many...livestock_label..were.born..live..in.the.last.12.months..3
648,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_buysell_group.livestock_bought_1yr,livestock_bought_1yr_4,How.many...livestock_label..did.you.buy..or.receive..in.the.last.12.months..3
649,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_buysell_group.livestock_sold,livestock_sold_4,How.many.live...livestock_label..have.you.sold.in.the.last.12.months..3
650,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_sale_income_group.livestock_sale_income,livestock_sale_income_4,How.much.money.did.you.make.from.selling.live...livestock_label..in.the.last.12.months..3
651,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_live_who.livestock_care,livestock_care_4,Who.in.the.household.is.mainly.responsible.for.taking.care.of.the...livestock_label...3
652,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_live_who.livestock_ownership,livestock_ownership_4,Who.in.the.household.owns.the...livestock_label...3
653,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_live_who.livestock_sale_where,livestock_sale_where_4,Where..or.to.who..are.the...livestock_label..usually.sold..3
654,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_live_who.livestock_who_sells,livestock_who_sells_4,Who.usually.decides.what.do.to.with.the.income.from.selling.the.live...livestock_label...3
655,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_mortality.livestock_died_2yr,livestock_died_2yr_4,Did.any.of.the...livestock_label..die.during.the.last.2.years..How.many..3
656,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_mortality.livestock_died_1yr,livestock_died_1yr_4,Did.any.of.the...livestock_label..die.during.the.last.12.months..How.many..3
657,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_meat_basics.killed_for_meat_1yr,killed_for_meat_1yr_4,How.many...livestock_label..have.you.slaughtered.for.meat.in.the.last.12.months..3
658,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_meat_group.livestock_meat_amount.meat_use,meat_use_4,What.did.you.do.with.the.meat..Eat.it..sell.it..3
659,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_consumed_amount,meat_consumed_amount_4,About.how.much.did.you.eat..3
660,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_sell_amount,meat_sell_amount_4,About.how.much.did.you.sell..3
661,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_trade_amount,meat_trade_amount_4,About.how.much.did.you.exchange..3
662,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_give_amount,meat_give_amount_4,About.how.much.did.you.give.away..3
663,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_meat_group.meat_sold_income,meat_sold_income_4,How.much.money.did.you.make.from.selling.the...livestock_label..meat.in.the.last.12.months..3
664,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_meat_group.livestock_meat_who.livestock_meat_sale_where,livestock_meat_sale_where_4,Where..or.to.who..are.the...livestock_label..meat.usually.sold..3
665,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_meat_group.livestock_meat_who.livestock_meat_who_sells,livestock_meat_who_sells_4,Who.usually.decides.what.do.to.with.the.income.from.selling.the...livestock_label..meat..3
666,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.livestock_meat_group.livestock_meat_who.livestock_meat_who_control_eating,livestock_meat_who_control_eating_4,Who.usually.decides.when.to.slaughter.and.the.eat...livestock_label...3
667,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_basics.milk_harvest,milk_harvest_4,Does.your.household.collect.milk.from.the...livestock_label...3
668,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_others.milk_number_animals_milked,milk_number_animals_milked_4,How.many...livestock_label..did.you.milk.per.day..3
669,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_basic_info.milk_amount_good_season,milk_amount_good_season_4,About.how.much.milk.do.the...livestock_label..produce..when.they.are.milking.well..3
670,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_basic_info.milk_units,milk_units_4,Unit..9
671,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_basic_info.milk_amount_bad_season,milk_amount_bad_season_4,About.how.much.milk.do.the...livestock_label..produce..when.they.are.not.milking.well..3
672,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_amount_units_other,milk_amount_units_other_4,Define.milk.production..other..units..3
673,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_use_basic.milk_use,milk_use_4,What.does.your.household.do.with.the...livestock_label..milk..Drink.it.at.home..sell.it..make.dairy.products..3
674,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_use_proportions.milk_consumed_amount,milk_consumed_amount_4,About.how.much.of.the...livestock_label..milk.does.the.household.consume..3
675,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_use_proportions.milk_dairy_amount,milk_dairy_amount_4,About.how.much...livestock_label..milk.does.your.household.use.for.dairy.products..3
676,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_use_proportions.milk_sell_amount,milk_sell_amount_4,About.how.much...livestock_label..milk.does.your.household.sell..3
677,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_use_proportions.milk_trade_amount,milk_trade_amount_4,About.how.much...livestock_label..milk.did.your.household.exchange..3
678,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_use_proportions.milk_give_amount,milk_give_amount_4,About.how.much...livestock_label..milk.did.your.household.give.away..3
679,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_sales_income.milk_sold_income,milk_sold_income_4,How.much.money.does.your.household.make.from.selling.the...livestock_label..milk..3
680,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_sales_income.milk_sold_price_timeunits,milk_sold_price_timeunits_4,per..6
681,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_amount_time_units_other,milk_amount_time_units_other_4,Specify..other..time.units..6
682,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_who_group.milk_sale_where,milk_sale_where_4,Where..or.to.who..is.the...livestock_label..milk.usually.sold..3
683,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_who_group.milk_who_sells,milk_who_sells_4,Who.usually.decides.what.do.to.with.the.income.from.selling.the...livestock_label..milk..3
684,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.milk_details.milk_who_group.milk_who_control_eating,milk_who_control_eating_4,Who.usually.decides.when.to.drink.the...livestock_label..milk..3
685,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_intro_group.eggs_harvest,eggs_harvest_4,Does.your.household.collect.eggs.from.the...livestock_label...3
686,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_details.eggs_basic_info.eggs_amount_average,eggs_amount_average_4,How.many.eggs.do.the...livestock_label..usually.produce..3
687,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_details.eggs_basic_info.eggs_units,eggs_units_4,Unit..10
688,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_details.eggs_amount_units_other,eggs_amount_units_other_4,Specify..other..eggs.production.units..3
689,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_details.eggs_use_basic_group.eggs_use,eggs_use_4,What.does.your.household.do.with.the...livestock_label..eggs..Do.you.consume.them..use.them.in.the.home..sell.them..3
690,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_details.eggs_use_proportions.eggs_consumed_amount,eggs_consumed_amount_4,About.how.many.eggs.does.your.household.keep.for.eating..or.home.use...3
691,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_details.eggs_use_proportions.eggs_hatch_amount,eggs_hatch_amount_4,About.how.many.eggs.does.your.household.use.for.hatching..3
692,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_details.eggs_use_proportions.eggs_sell_amount,eggs_sell_amount_4,About.how.many.eggs.does.your.household.sell..3
693,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_details.eggs_use_proportions.eggs_trade_amount,eggs_trade_amount_4,About.how.many.eggs.did.your.household.exchange..3
694,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_details.eggs_use_proportions.eggs_give_amount,eggs_give_amount_4,About.how.many.eggs.did.your.household.give.away..3
695,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_details.egg_sales_income.eggs_sold_income,eggs_sold_income_4,How.much.money.does.your.household.make.from.selling.the...livestock_label..eggs..3
696,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_details.egg_sales_income.eggs_sold_price_timeunits,eggs_sold_price_timeunits_4,per..7
697,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_details.eggs_sold_price_timeunits_other,eggs_sold_price_timeunits_other_4,Specify..other..time.units..7
698,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_details.eggs_who_group.eggs_sale_where,eggs_sale_where_4,Where..or.to.who..eggs.the...livestock_label..eggs.usually.sold..3
699,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_details.eggs_who_group.eggs_who_sells,eggs_who_sells_4,Who.usually.decides.what.do.to.with.the.income.from.selling.the...livestock_label..eggs..3
700,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.eggs_group.eggs_details.eggs_who_group.eggs_who_control_eating,eggs_who_control_eating_4,Who.usually.decides.when.to.eat.the...livestock_label..eggs..3
701,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.bee_group.honey_production.bees_honey_production,bees_honey_production_4,How.much.honey.did.you.collect.in.in.the.last.12.months..3
702,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.bee_group.honey_production.bees_honey_production_units,bees_honey_production_units_4,Unit..11
703,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.bee_group.honey_production.bees_honey_use,bees_honey_use_4,What.did.you.do.with.the.honey..Eat.it..sell.it..3
704,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.bee_group.bees_honey_production_units_other,bees_honey_production_units_other_4,Specify..other..honey.units..3
705,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.bee_group.bees_honey_use_proportions.bees_honey_consumed_amount,bees_honey_consumed_amount_4,About.how.honey.much.was.consumed..3
706,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.bee_group.bees_honey_use_proportions.bees_honey_sell_amount,bees_honey_sell_amount_4,About.how.honey.much.was.sold..3
707,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.bee_group.bees_honey_use_proportions.bees_honey_trade_amount,bees_honey_trade_amount_4,About.how.honey.much.was.exchanged..3
708,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.bee_group.bees_honey_use_proportions.bees_honey_give_amount,bees_honey_give_amount_4,About.how.honey.much.was.given.away..3
709,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.bee_group.honey_income_group.bees_honey_sold_income,bees_honey_sold_income_4,How.much.money.was.made.from.selling.the.honey..3
710,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.bee_group.bees_who_group.bees_sale_where,bees_sale_where_4,Where..or.to.who..is.the.honey.usually.sold..3
711,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.bee_group.bees_who_group.bees_who_sells,bees_who_sells_4,Who.usually.decides.what.do.to.with.the.income.from.selling.the.honey..3
712,survey_grp.Section_Livestock.livestock_repeat.4..lstk_rep_grp.bee_group.bees_who_group.bees_who_control_eating,bees_who_control_eating_4,Who.usually.decides.when.to.eat.the.honey..3
713,survey_grp.Section_Livestock.livestock_repeat.5..livestock_rep_number,livestock_rep_number_5,livestock_rep_number.4
714,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_name,livestock_name_5,I.m.going.to.ask.you.about.each.of.your.most.important.livestock.in.turn..Define.livestock.number...livestock_rep_number...4
715,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_label,livestock_label_5,livestock_label.4
716,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.animal_feed_grp.animal_feeds,animal_feeds_5,What.do.you.feed.the...livestock_label...4
717,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.animal_feed_grp.animal_feeds_other,animal_feeds_other_5,Other.animal.feed..4
718,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.animal_feed_grp.animal_graze_shortage,animal_graze_shortage_5,Are.there.any.times.of.the.year.when.grazing.is.insufficient.for.the...livestock_label...4
719,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.animal_feed_grp.animal_graze_shortage_months,animal_graze_shortage_months_5,Which.months.is.the.grazing.insufficient.for.the...livestock_label...4
720,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.animal_feed_grp.animal_feeds_purchase,animal_feeds_purchase_5,Did.you.buy.any.feeds.for.the...livestock_label..in.the.last.12.month..4
721,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.animal_feed_grp.animal_feeds_purchased,animal_feeds_purchased_5,Which.of.those.feeds.did.you.purchase.in.the.last.12.months..4
722,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.live_animals.animals_draught,animals_draught_5,How.many...livestock_label..does.your.household.use.for.draught.power..4
723,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.live_animals.livestock_breeds,livestock_breeds_5,Are.they.local.breeds..4
724,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.live_animals.beehive_count,beehive_count_5,How.many.bee.hives.does.your.household.have.at.the.moment..4
725,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.live_animals.animal_stabled_day,animal_stabled_day_5,Are.the...livestock_label..kept.in.a.pen.or.enclosure.during.the.day..4
726,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.live_animals.animal_stabled_night,animal_stabled_night_5,Are.the...livestock_label..kept.in.a.pen.or.enclosure.during.the.night..4
727,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_manure,livestock_manure_5,What.does.your.household.do.with.the.manure.from.the...livestock_label..s.stables.or.pens..4
728,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_buysell_group.livestock_births_2yr,livestock_births_2yr_5,How.many...livestock_label..were.born..live..in.the.last.2.years..4
729,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_buysell_group.livestock_bought_2yr,livestock_bought_2yr_5,How.many...livestock_label..did.you.buy..or.receive..in.the.last.2.years..4
730,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_buysell_group.livestock_births_1yr,livestock_births_1yr_5,How.many...livestock_label..were.born..live..in.the.last.12.months..4
731,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_buysell_group.livestock_bought_1yr,livestock_bought_1yr_5,How.many...livestock_label..did.you.buy..or.receive..in.the.last.12.months..4
732,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_buysell_group.livestock_sold,livestock_sold_5,How.many.live...livestock_label..have.you.sold.in.the.last.12.months..4
733,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_sale_income_group.livestock_sale_income,livestock_sale_income_5,How.much.money.did.you.make.from.selling.live...livestock_label..in.the.last.12.months..4
734,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_live_who.livestock_care,livestock_care_5,Who.in.the.household.is.mainly.responsible.for.taking.care.of.the...livestock_label...4
735,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_live_who.livestock_ownership,livestock_ownership_5,Who.in.the.household.owns.the...livestock_label...4
736,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_live_who.livestock_sale_where,livestock_sale_where_5,Where..or.to.who..are.the...livestock_label..usually.sold..4
737,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_live_who.livestock_who_sells,livestock_who_sells_5,Who.usually.decides.what.do.to.with.the.income.from.selling.the.live...livestock_label...4
738,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_mortality.livestock_died_2yr,livestock_died_2yr_5,Did.any.of.the...livestock_label..die.during.the.last.2.years..How.many..4
739,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_mortality.livestock_died_1yr,livestock_died_1yr_5,Did.any.of.the...livestock_label..die.during.the.last.12.months..How.many..4
740,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_meat_basics.killed_for_meat_1yr,killed_for_meat_1yr_5,How.many...livestock_label..have.you.slaughtered.for.meat.in.the.last.12.months..4
741,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_meat_group.livestock_meat_amount.meat_use,meat_use_5,What.did.you.do.with.the.meat..Eat.it..sell.it..4
742,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_consumed_amount,meat_consumed_amount_5,About.how.much.did.you.eat..4
743,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_sell_amount,meat_sell_amount_5,About.how.much.did.you.sell..4
744,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_trade_amount,meat_trade_amount_5,About.how.much.did.you.exchange..4
745,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_meat_group.meat_use_proportions.meat_give_amount,meat_give_amount_5,About.how.much.did.you.give.away..4
746,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_meat_group.meat_sold_income,meat_sold_income_5,How.much.money.did.you.make.from.selling.the...livestock_label..meat.in.the.last.12.months..4
747,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_meat_group.livestock_meat_who.livestock_meat_sale_where,livestock_meat_sale_where_5,Where..or.to.who..are.the...livestock_label..meat.usually.sold..4
748,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_meat_group.livestock_meat_who.livestock_meat_who_sells,livestock_meat_who_sells_5,Who.usually.decides.what.do.to.with.the.income.from.selling.the...livestock_label..meat..4
749,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.livestock_meat_group.livestock_meat_who.livestock_meat_who_control_eating,livestock_meat_who_control_eating_5,Who.usually.decides.when.to.slaughter.and.the.eat...livestock_label...4
750,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.milk_basics.milk_harvest,milk_harvest_5,Does.your.household.collect.milk.from.the...livestock_label...4
751,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.milk_details.milk_others.milk_number_animals_milked,milk_number_animals_milked_5,How.many...livestock_label..did.you.milk.per.day..4
752,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.milk_details.milk_basic_info.milk_amount_good_season,milk_amount_good_season_5,About.how.much.milk.do.the...livestock_label..produce..when.they.are.milking.well..4
753,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.milk_details.milk_basic_info.milk_units,milk_units_5,Unit..12
754,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.milk_details.milk_basic_info.milk_amount_bad_season,milk_amount_bad_season_5,About.how.much.milk.do.the...livestock_label..produce..when.they.are.not.milking.well..4
755,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.milk_details.milk_amount_units_other,milk_amount_units_other_5,Define.milk.production..other..units..4
756,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.milk_details.milk_use_basic.milk_use,milk_use_5,What.does.your.household.do.with.the...livestock_label..milk..Drink.it.at.home..sell.it..make.dairy.products..4
757,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.milk_details.milk_use_proportions.milk_consumed_amount,milk_consumed_amount_5,About.how.much.of.the...livestock_label..milk.does.the.household.consume..4
758,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.milk_details.milk_use_proportions.milk_dairy_amount,milk_dairy_amount_5,About.how.much...livestock_label..milk.does.your.household.use.for.dairy.products..4
759,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.milk_details.milk_use_proportions.milk_sell_amount,milk_sell_amount_5,About.how.much...livestock_label..milk.does.your.household.sell..4
760,survey_grp.Section_Livestock.livestock_repeat.5..lstk_rep_grp.milk_details.milk_use_proportions.milk_trade_amount,milk_trade_amount_5,About.how.much...livestock_label..milk.did.your.household.exchange..4
